ID,Review
278,"It's okay, the breakfast is good, the environment is very good, the service is average, the swimming pool is big, the room facilities are okay, the location is very good, the room price is a bit high"
279,"I like it very much. The environment is beautiful, the facilities are advanced, the service is first-class, the sanitation is very good, the breakfast is also rich, and there are restaurants similar to tea restaurants nearby."
280,"The service is very good, the hotel is very clean"
281,Great staff and all of them speak English.  Lots of places to eat around this hotel.  Very safe and clean.    Very save area to walk at night
282,"The location of the hotel is moderate, the front desk staff is friendly, the room facilities are perfect; the bathroom has sufficient water power; the swimming pool and spa in the hotel are complete; the breakfast is quite rich!"
283,"The hotel is good, the price is beautiful, and the breakfast is rich. The hotel is the best in this area. The services are all in place, very quiet, I will go there next time I have a chance"
284,The overall feeling is good. will go next time
285,Binh Duong is an emerging province north of Ho Chi Minh City and the Becamex New City Hotel is located in the heart of the emerging new capital. The hotel gives a feeling of what the modern city should look like in the future. The hotel offers with swimming pool and
286,"The best hotel near Singapore Industrial Park, none of them. The hotel has complete facilities, luxurious decoration, large space, comfortable rooms, and reasonable price, but the smell of smoking rooms is a bit strong, try to choose non-smoking rooms."
287,"This Becamex hotel is located at Binh Duong, the ‘new city’.  I stayed here for 2 night attending Horasis Asia conference, staying at their ‘suite room’. 
The room has reasonably good size, but layout can be better.  Bed was comfortable, sheets and towels were clean but not as ‘fresh’. 
Food selections during breakfast was pretty good, especially their Beef Pho was tasty. But fresh fruits selections and quality were not that good. 
It’s pretty good hotel to stay only if you are attending conference at the convention center next to the hotel."
288,"Large hotel, large car park often treats large wedding parties. Good food, very good party service"
289,"The environment is good, but the interior decoration of the room is still different from the price gap"
290,"The Concierge Service is run by young staff who are very helpful, energetic and friendly. Keep it up!"
291,It's quiet and nice.
292,"Great Helme Apartments; Always friendly and helpful staff, whether in the hotel, in the restaurant or at the pool/in the gym."
293,"I am very satisfied with my first stay. The sanitation, service, environment and breakfast are all very good. The surrounding environment of the hotel is also very good. The food and beverages on the opposite street are also convenient and delicious. This hotel will be my first choice when I come here in the future!"
294,Hygienic facilities are good and the toilet is the best smart
295,"The breakfast is very good, the room is big, but the surrounding facilities have not kept up with it"
296,"The hotel has convenient transportation, complete supporting facilities nearby, rich breakfast, good sanitation and service, and a good experience."
297,The hotel area is spacious and airy
298,"The breakfast is very good, and the hotel environment is OK"
299,The hotel is clean and hygienic
300,"In contrast, this hotel is cost-effective"
301,"The hotel lobby is beautiful, but the rooms are so-so."
302,"The best hotel in Pingyang, Ctrip booking, can not be canceled or changed in the middle, call Ctrip to push to the hotel, go to the hotel to the front desk to push to Ctrip, so you must consider your itinerary clearly. The breakfast is rich, and the room is similar to a business hotel in China, clean and tidy. Recommended. Great pool, nice gym."
303,"Very suitable for business travelers who have business to do in the area north of Saigon. However, there is very little going on in the evening and the dining options outside the hotel are limited to a food court with about 8 small restaurants, mainly Asian. A larger sushi restaurant is also in If you need more action you should look for something closer in HCMC or just take a taxi there (you have to calculate at least 1 hour drive depending on the destination in HCMC).
Breakfast is great, in addition to the full Asian breakfast program, it also has western things like toast and cornflakes. The coffee is very good, both in the restaurant and in the hotel's coffee bar.
Rooms are good, roughly on a European 4-star level, the slightly more expensive suites have in-room Wi-Fi with a slightly better connection. The standard WiFi network is not always very stable.
The pool is exceptionally pretty and the fitness center looks new from the outside."
304,There are few supporting entertainment facilities around
305,The breakfast was very good! Clean and tidy!
306,"The hotel is the best hotel in Pingyang. For breakfast, Vietnamese noodle soup is good, and the surrounding environment is great. There is a food court nearby, and there are many things to eat"
307,"The price is high, the new city is close to the industrial zone, and the surrounding living facilities are not complete"
308,"The environment is beautiful, there is a swimming pool, and there are restaurants around"
309,"Breakfast is very good, a lot of things to eat, the environment is good, there is a good big swimming pool, the room is big enough, hygiene is good and clean, there is a smoking area and non-smoking area, the best to understand when you stay."
310,"The breakfast is very good, there are many things to eat, the environment is good, there is a big swimming pool, the room is big enough, the hygiene is good and clean, there are smoking areas and non-smoking areas, it is best to explain clearly when you check in."
311,Shopping complex nearby seem to grow which offer more choices after work dine
312,There are similar hotels in Binh Duong!
313,"Stayed second time there.
Good wifi, very clean rooms.
Good breakfast and wifi connection.
I really enjoy their swimming pool."
314,"Luxury, spacious parking"
315,"It's very average, it's an apartment hotel, with a strong split air conditioner, it's noisy, and the bed is not very comfortable. Booked by a friend, and will not live again in the future. There is nothing to do around."
316,The breakfast was very good! Nice hotel!
317,I think it would be very good for business travel. I recommend it.
318,"It was the best in that area for business.
The slipper was really not good."
319,"The location of the hotel is good, the attitude of the front desk staff is very good, the hotel is equipped with a swimming pool, all supporting facilities are available, the room is very big, clean and tidy. There is a cafe downstairs, and there is a Chinese restaurant, Vietnamese cuisine, and Japanese restaurant on the opposite road. I will stay here next time I travel!"
320,"Great breakfast, great pool"
321,"very good hotel, good service, nice room, good breakfast & meals."
322,There are too few people who know English and Chinese.
323,"It’s a good hotel stay and food. It’s a convenient stay for me personally as it is very central to the industrial factories and suppliers I work with. It is clean, comfortable and staff if very hospitable. It has a nice coffee shop with good selection of quick bites. 
Only draw back is, there is nothing around the hotel to do in the evenings except a walk to food court just across. No malls or pubs etc around at a walking or small cab fare around. But if it a working business trip it’s a decent stay.
Nothing to complain about. It’s was fine."
324,"Breakfast area has moved across to the other side of the building.
More space and better flow for foods access.
Hotel staffs overall performance/services has improved since I first stayed.
Kudos to the team!"
325,"The best hotel in the area, the breakfast is good, the swimming pool could be cleaner"
326,"The hotel is clean, cozy, the staff is polite and dedicated."
327,I really don't know what the service rules are
328,"Convenient location, clean and comfortable"
329,"Great value for money, swimming pool, great breakfast"
330,"Very nice place, good restaurang and nice rooms"
331,"Not bad, but the air conditioner is a bit noisy at night"
332,"The attitude of the service staff is very bad, they don't understand the consideration of non-passengers, it's an official hotel, it's terrible"
333,Always enjoy to stay at this hotel!
334,Comfortable hotel with family and children.
335,The breakfast is rich and trustworthy.
336,Top-notch service with a smile.
337,"The room is bright and air-conditioned and comfortable. The hotel is located next to the Binh Duong Provincial Government Building, which is suitable for business people to visit customers in industrial areas. The hot water is not very hot and the hair dryer doesn't work in the bathroom. The pillows are moderately soft and hard, and the mattress is comfortable and good for sleeping. The wireless network signal is poor, and the network password needs to be confirmed with the counter."
338,Good in every way!
339,"4-star standard, professional and luxurious service"
340,"The facilities are sufficient, the breakfast is not bad, and the price is reasonable."
341,"It's over a year since I last stayed, and the area is definitely getting busier and more lively.
Rooms are as clean as I remembered and staff is always friendly.
Would recommend to the business travelers to try out."
342,"Staff is always friendly and helpful.
And more food choices around the location than before"
343,"This is just an extension of stay due to work.
So comments is the same as previous review.
Well recommended to travelers in the region"
344,Planning is better than before
345,"Very good, catch up with domestic five-star hotels. There are many varieties of early spring. The surrounding environment is also relatively good. It's cheap and low, and it's a great tour. There is a parking lot, suitable for bringing children."
346,"The room is very safe, but there is a lack of Chinese-speaking people at the front desk"
347,"In a new city, so it’s much less hectic and is much quieter. Loved the fact that it’s across from our favorite restaurant, the Happy 2 Restaurant"
348,Convenient road for cars
349,"Charging civilians, good service, new building."
350,"New hotel, nice environment"
351,The hotel was very comfortable. Very clean and organized cc
352,"it's cool, ok, but it's boring in BD"
353,Good service style
354,"Good, but easy to lose room"
355,"An upscale place, not for low and medium income people"
356,"Very wide, fresh, cool,... they plant so many trees, vines,... nice service, clean and friendly. The below pic is the next building of the hotel."
357,"In the new city place, the surrounding area is relatively desolate and not lively. There is also food, but you have to walk a little. The pool looks good. Breakfast is average barely manageable. The price is too high to grab money in general. Not worth the price is"
358,"It is said that it is the best hotel in Pingyang. I feel that the furniture is relatively low-end and not particularly good. The swimming pool is next door, and when I eat breakfast, I use a thermos to pack a little black tea."
359,"Quiet, hygienic, and feels good!"
360,Second stay. The hotel designated by the boss.  The environment should be good. 
361,It's okay for the second stay. I will continue to order next time
362,Hotel breakfast is not bad.
363,"The environment is good, there is a big swimming pool, and there are many kinds of breakfast. You can live on a business trip. Every waiter can communicate in English, so it is very convenient for those who do not speak the local language. recommend"
364,"Good breakfast, recommended hot dishes"
365,"Great location for the large industrial estates VSIP II and VSIP IIA. The rooms are spacious and the windows are sealed in an excellent manner, so that the sound of horns was minimised. The breakfast is very good and the choice is excellent. There is a number of good restaurants nearby."
366,This is 4 star hotel with high quality standard
367,Pros: - Modern facility. - Friendly and smiling staff. - There are some nearby restaurants and coffee shops. - Quiet surroundings. - Right in the center of the New City. Cons: - Right in the center of the New City but far from other places (i.e. Thu Dau Mot City) - The design are modern and simple but there is nothing special or unique about it. - The pool was not available during my stay. - Quite pricey compared to what the hotel offers. - Cannot understand why they ask to keep the ID of both me and my girlfriend. I will come back in the future.
368,Please have rice noodles in the breakfast buffet in the morning.
369,"It's okay, I've been staying here on business trips"
370,Good food and good service.
371,"I am staying at the Becamex Hotel while working  at a near by factory. 
The hotel is very nice, clean rooms, very nice breakfast, coffee is great and also have work out area and a pool. 
I am enjoying my stay and would recommend this hotel to anyone in the area. 
There is a small store just across the street, similar to a 7 Eleven and several places to eat. The hotel has a very nice restaurant to eat with plenty of choices on the menu. 
Everyone here is very polite, welcoming and are very responsive if there is anything not satisfactory. 
Prices for laundry are affordable and laundry is back in your room the same day. 
I am very happy with the hotel and service. Will be here 4 weeks and already planning on another 4 weeks in October."
372,The bellboy broke my luggage infront of my sight while helping out to get reached to the lobby counter. And they didn't wanna replace or fix the damaged client's property eventhough there are witnesses. And the bellboy who knew everything about it was being refused on his fault with shameful face. F you everything about this and never gonna come here again. F'ing frauds.
373,Nice hotel.
374,I was very happy to have a birthday cake in my room.
375,"The attached coffee shop closes too early, you can increase the light meal service, the network is easy to get stuck"
376,"The breakfast is very good, the environment is good, the crowd is very popular, the first choice in Pingyang"
377,"very good hotel, good service, nice room, good breakfast, reasonable price."
378,"Family suite, not bad"
379,Very quite
380,"Good breakfast, will go again"
381,This is the best value for money hotel. emphasis
382,The location of the hotel is convenient for transportation; the hardware facilities of the hotel are perfect; the water pressure in the bathroom is average; the surrounding supporting environment is quiet amidst the noise; the waiters are friendly! Breakfast is OK!
383,Good services
384,Hotel with very good service
385,The location is fine for people who have things to do in the local area. It is definitely too far out to explore Ho Chi Minh City.
386,"Great hotel, very poor and sad location"
387,Widely. Clean. Luxurious. As a place to stay should stay in BD New City
388,"Quite, airy, good view"
389,The only good hotel in the new city
390,"Clean and airy.
Issuing VAT invoices to customers is a bit long"
391,"Good hotel environment, rich breakfast"
392,"Good service, health habits need to be improved."
393,"The environment and services are very good, and the price is reasonable. It is a standard Southeast Asian style hotel. They are mainly business travelers, but the surrounding area is not lively, has not yet developed, and there is no place for leisure and entertainment."
394,large price changes
395,"Every time I go to this hotel, the environment is good, quiet and safe"
396,"The environment is beautiful, you can swim and exercise. The hotel has a restaurant, which is very convenient"
397,Well enough.
398,"The hotel is very new, with complete facilities and cleanliness. It is a highly recommended hotel for business trips. The service staff is very enthusiastic, the breakfast is rich, dinner can also be at the hotel, and the surrounding environment is very good."
399,Pleasant and comfortable seating area
400,Good for business
401,It's cheaper to book online
402,"Buffet breakfast is fairly rich. The location of the hotel is relatively quiet. There are food, supermarkets and parks around. The environment is good. If you want to go shopping, you have to go a little farther. It takes about 1 hour to go to Ho Chi Minh. There is a parking lot... For children, there is an outdoor swimming pool…"
403,"The breakfast is okay, with Vietnamese characteristics."
404,"The hotel is very new in the local area. The surrounding restaurants are very close. There are Korean food, Chinese food, and Vietnamese food. The lobby is very large and luxurious, and the swimming pool is also good. The check-in and check-out at the front desk are very slow"
405,environment is very good
406,"Bad service attitude, arbitrary charges."
407,"The room is good, and good breakfast, but you have to watch out some small details. For example, the hairdryer of my room was not usable"
408,Need to wait 40 mins to check out. My god. Pretty sure that we will miss the appointment
409,Good breakfast. Quiet space. Good for business travel
410,"The breakfast is relatively rich, and I am used to eating it all. Other facilities and services are relatively good."
411,Booked two nights in China! It is more than 100 RMB cheaper to renew one night.
412,"Excellent breakfast, large parking lot"
413,"The location is a bit off. They are all taxis, so the impact is not big. Hotel service attitude is good! The hotel breakfast is also very good, I am very satisfied! The swimming pool is beautiful, but unfortunately I didn't have time to swim."
414,"The breakfast is very rich, the fruit is relatively fresh, and the waiter's English is average"
415,"Breakfast had a good variety of foods, coffee and juice were very good.  The hotel staff was very friendly.  Staff is fluent in English and Chinese.  Dinner was very good as well.  There was a terrible thunderstorm when I arrived, but the walk ways between buildings are covered so I was able to get from the reception area to my apartment in the next building without trouble.  The lobby is well lit and comfortable."
416,It is cost-effective to book with Ctrip
417,"Nice hotel, next to the provincial government building"
418,Comfortable and quiet serviced apartment
419,"Overall, it can be considered good in Vietnam."
420,Best location organize event
421,Clean room
422,"The hotel is very new, the breakfast is richer, but the surrounding area is relatively biased."
423,"Such a small living room, might as well build a big room directly."
424,It's good to live here
425,"I stayed here a month and it was brilliant. Everything was so clean, the pool area, the gym areas, nothing that i could find fault with. Staff were lovely and if I get to go back to that area I will stay there again."
426,"Good breakfast, nice restaurant, big lobby and service.
Room though big not great or luxury. Toilet is just okay"
427,clean and quiet
428,"The air conditioner is not hot or cold (30 degrees in the room), and I responded that there is no way to solve it, and I can’t change the room! The room is new! The attitude of the service staff is also good! There is only one place to eat nearby, and there are few choices! HOT Room 33, 35, 36"
429,Right range 5 star hotel.
430,First choice for business travel
431,"In addition to the breakfast is very general, everything else is very good"
432,Facilities were clean and breakfast was good. There is nothing to see around the hotel (e.g. too far from the city center).
433,i like this hotel breakfast.
434,"The entrance and lobby are spacious, and the staff are very friendly. The breakfast venue is next to the hotel building, but there are many spacious seats such as sofa seats, and it is comfortable. The breakfast pho also changes daily, so you won't get tired of it."
435,The breakfast is very rich and has a great dining environment
436,"Luxury and pleasant hotel, fast from the city, but ideal for business trip in the local companies, many only few km far from it. Perfect rooms, with all conforts. Large pool available, as sauna and tennis court. Nice restaurant, offering asian and western food, at cheap price. Highly recommended."
437,very comfortable and clean
438,"Poor service staff, location far from the center, bad food"
439,rich breakfast
440,Luxury space
441,"I was stole 300 dollars in the first night, please be careful with your wallets and carry them with you"
442,It is said that the environment is good and the price is right
443,Big new hotel.  Kind of sterile in there.
444,"comfortable, clean, good"
445,"The best hotel in the area with really good services and facilities. Located at the center of the New City - Thu Dau Mot, convenient to go anywhere around, day or night. The Eit's Cafe has the best cake selections in town and variety of coffee choices. The newly opened Tastes Restaurant has amazing ambience, tasty food with reasonable prices. The beautiful swimming pool is really a highlight of the place, although it's only for in-house guests. You can enjoy the view of all these by just having breakfast outdoor at 150k VND/pax though. The staff is really friendly. And the place is all run by solar power. What a sustainable hotel!"
446,A bit far from city center.
447,The breakfast is very rich…
448,"There are many choices for breakfast, the food is clean, fresh and delicious. The location of the hotel is good, suitable for bringing children, and there is a parking lot."
449,Poor WIFI stability
450,"Best hotel in Binh Duong. 
Nearby limited interesting places beside the Chinese / Vietnamese and Sushi Bar."
451,"Very comfortable hotel, the price is very cheap!"
452,"Good service,"
453,Clean and friendly staff!
454,The overall feeling of staying in the hotel is good!
455,clean hotel
456,Very good hotel with reasonable price
457,The hotel is not bad
458,"Nice hotel, live here every time I go"
459,as good as before
460,"Clean, good service"
461,"The breakfast is very rich, the swimming pool is also big, and the room is very clean. The location of the hotel is a bit out of the way, but it is very convenient to have a restaurant nearby. It takes a few minutes to walk. The only downside is that check-in and check-out are too slow, the waiter can't speak Chinese, and the service attitude is average."
462,"The room is spacious, clean and nice. There is nothing around, so if there is a convenience store in the hotel like in Japan, it would be 100 points."
463,"The bedding and pillows have an odor, which bothers me. I put a towel on the pillow and used it, but it still smells like aging, so I want you to do something about it."
464,My boss in Taiwan let me book this hotel every time I go to Ho Chi Minh. It should be very good. The price is very favorable. It is much cheaper than booking in Taiwan. The Ctrip package breakfast is only 52 yuan. Taiwan does not include breakfast and it costs more than 600
465,"Cheap price, nice space"
466,"Very good hotel. Good wi-fi, clean and spacious rooms. Swimming pool, gym and restaurant. Staff was very professional and friendly.  Most spoke English.  Location is also very good in new part of town. Rates are very good. I will come back again."
467,It's great to have a store like this in Xincheng
468,"There are Chinese services, I can only guess some of them"
469,the best choice in Binh Duong
470,"It's clean and the staff are friendly and nice. It's built in a new town, so the surroundings are empty, but other than that, I'm satisfied overall."
471,"cost-effective, clean"
472,There is a large hall to hold a large party
473,"Clean room, comfortable restaurant, large swimming pool"
474,Nice hotel. The minute you go out you understand that you are in the middle of nowhere.  Nice for a day or two but you will go crazy if you stay there more than that.
475,"We were given welcome fruit and some wine. Great breakfast. There are many kinds, and you can usually choose what you like. Some of the staff, including the front desk, can speak English, so there is no need to worry. Shower is fine. The room was clean and well maintained. Nearby food courts, restaurants (recommended by Sushi Bar), and shops are convenient. Recently, a full-fledged handmade soba restaurant has opened a short distance away. The manager is Japanese, and the staff are fluent in Japanese."
476,"From the outside looking in, it looks good"
477,"I have stayed at this hotel several times in the past few years. The equipment is not bad, and the hotel breakfast is not bad, but it will be annoying if it is the same every day. Everything else is okay"
478,clean environment
479,"Modern, comfortable hotel, suitable for a future city center"
480,"Nice decorated hotel, good for those need to stay nearby"
481,No English television programming and the wfi was not reliable
482,"I went to the hotel restaurant, and the staff are really friendly. Becamex Hotel is new, so it's clean and has a good atmosphere. I'll stop by again next time I'm empty ."
483,A very good hotel with clean environment within a new township. Hope that it can be maintained well. Surrounding also has restaurant and convenient stores which is a plus. Not crowded nor with heavy traffic so walking to these places are just easy and safe.
484,"Good service, polite, professional staff"
485,"This is the best hotel in the area. I have always stayed at this hotel during my six business trips. It can be said that it is perfect for a business hotel. Security, cleanliness, fixtures, facilities, and services are all satisfactory. The burgers are especially delicious at the restaurant. There was only one case where the lock on the front door was broken, but the hotel's response was not bad. If there was a downside, the price went up every time I visited. Compared to two years ago, it has almost doubled. but it's still cheap"
486,Pretty. A bit far from the center
487,First choice when coming to Binh Duong
488,Beautiful standard hotel suitable for businessmen in the new city area
489,nice view
490,Nice environment
491,"Poor service at the front desk, slow check-in and check-out,"
492,"The price we booked for this room was already $8xx for a double room, and then we looked at the website for a sudden price reduction.
The room is clean as a whole, but told the staff that the bathroom leaked to the bed, they were completely irresponsible and ignored.
And the hotel is very noisy Chinese traveler, if you don't want to meet them, I would not recommend it to you. "
493,"I stayed here for the first time because the Mira hotel was full, but I can enjoy the resort feeling. The building was new, and the toilet was equipped with a washlet, so I was able to spend a comfortable time."
494,Internet speeds need to be improved on laptops.
495,Good
496,"It's just a hotel. Instead, it was nice that the air conditioner was great."
497,Nice hotel. Limited food menu. Courteous staff.
498,Finally the breakfast area is moved to a proper restaurant next to the pool instead of using the walkway of the hotel lobby. Well done!
499,"Breakfast, service, room are very satisfactory"
500,"Rich breakfast, big room"
501,It's classy.
502,"It's so nice to swim with the kids and make them eat.
The accommodation is so clean and the atmosphere of the cafe on the 1st floor is good.
I don't know how many visits."
503,"Nice environment, great swimming pool"
504,"Room is spacious, clean, quiet. Food ok. Staff is very cute. The surroundings are a bit deserted, but near many Korean, Japanese, Vietnamese restaurants, family mart, Hanh Nguyen cafe, food court... at lunch and dinner, it's only a 5-minute walk. If you want to go to TDM center, it's very convenient to use Becamex Tokyu's bus"
505,"The breakfast is great, the taste is okay, but there are a little less seats"
506,"I went to the hotel restaurant, and the staff are really friendly. Becamex Hotel is new, so it's clean and has a good atmosphere. I'll stop by again next time I go empty "
507,"It's all new and rooms are big and clean. 
There were a lot of design flaws that they need to weed out. One was the table and the chair. I had 2 chairs with a table in my room, perfect for my computer, I thought at first. But the table had a very big drawer underneath, so my legs could not get under the table. Even with the chair in the lowest position, it was not possible to sit at the table and work. 
The light switches took a lot of getting used to. Normally when you put the room card in the holder, the lights will turn on. Here i had to not just torn on the light, but first turn it off and then on, before the lights went on. It turned off in the bathroom automatically, which is good for power saving. But it would be more logical to just push the light switch once, to turn the light back on. 
Not much to choose from in the restaurant, it was also mostly empty. Only some sandwiches, if you wanted Vietnamese food, you had to ask for the additional menu. 
Quite in the middle of nowhere. but good if you are in the industrial area. Really nothing happening around the hotel, except from a few restaurants and luckily a family mart. 
Funny thing at the pool. They don't have a lifeguard, but they have staff all the time, to make sure you sign your name on a paper, before you use the pool. It's a really nice pool, but they had a party one day at the pool, and there was loud music and drunk people, when i just wanted a quiet swim."
508,Very good as always.
509,"Great price, service and amenities"
510,"Top of the line service, cleanliness, friendliness, staff speaks Engish. This hotel is more like a resort without the cost."
511,"Elegant environment, good law and order, there are Chinese restaurants and Vietnamese restaurants nearby,"
512,Good breakfast and convenient parking
513,It was clean and kind.
514,"very good service, excellent breakfast buffet, pool and fitness center open from 6 a.m. to 10 p.m.
However, the hotel is located in the still sparsely populated New City of Thu Dau Mot."
515,"I stayed in this hotel for 3 weeks last summer and had a long term rate, which was okay. Now I had to stay for a couple of nights only, hence I didn't get the long term rate. the hotel is well equipped, Staff is friendly, but the location is simply boring, it is located in a new industrial zone with nothing else but new factories and a lot of empty land. 
The served breakfast is rich and they also offer half board or full board accomodation."
516,"I came to stay for the weekend, the swimming pool is good, the hotel is beautiful, the rooms are great, there is a central park next to it is also very beautiful."
517,Room is spacious. There is a bedroom and a kitchen. Good view.
518,Beautiful and spacious space
519,"Booked for a friend, very satisfied."
520,"Stayed alone in this hotel for 3 different nights to get some good rest from hard working day. Clean, great service, nice people, but no swimming pool or gym even outside nearby was very disappointing for me. Still, it's good to have time to refresh. Used three different rooms, two with nice and decent views, but one bedroom was terrible with noise from the neighbor's living room."
521,"Generally speaking, it is a good hotel in the local area. The breakfast is good and the location is not bad. I booked for 3 days and 2 nights and gave me the best price. I like it."
522,"It's pretty good, clean and tidy, safe, and the staff are very nice, except that the checkout is a little slow, and the neighborhood is not lively. But for me, not being lively is not a shortcoming, I don’t like being noisy"
523,No shops of leisure around.
524,Environmental friendly
525,#The best hotel in Binh Duong New Town#Convenient Accommodation#Reasonable breakfast
526,The pool was stunning
527,"Becamex Hotel, the hotel is spacious and airy, but here the wifi network is not very good."
528,"It looks high-end, but it’s actually okay, it’s not good for cooking"
529,The service experience is too poor and the staff is not good. View is fine.
530,So beautiful - quiet - luxurious
531,"I used it for two weeks on my first business trip to Vietnam. Room cleaning was always perfect. The welcome fruit was delicious. During my stay, I chose salad, ham, cheese, fruit, bread, and Vietnamese coffee from the buffet every day. For dinner, we used the nearby hikari food court, Shushi Bar Japanese food, and a Korean restaurant in a building a little away, and we were all very satisfied. A Panasonic dryer was always available. Amenities were sufficient."
532,"Professional, beautiful "
533,"Safe, quiet and clean"
534,"The hotel's hardware facilities are good, the breakfast is okay, the room is clean and comfortable, and there is a big swimming pool, which is very good. Just take a taxi and navigate to the wrong gate. The disadvantage is that the check-in and check-out efficiency is extremely low, I hope it can be improved…"
535,"I stayed in an apartment-style accommodation for about a week in early December. The room was clean at first, but I didn't feel that it was clean because they emptied the trash once every two days or set the bedspreads again without changing them. There is one convenience store, but since it's in a new town, there's nothing around. And at 12:00 at night, I couldn't sleep because I turned on the machine that made a very loud noise to disinfect outside, so when I went out, it was all documented and said that it was at this time. They said it was guided and kept disinfecting. The breakfast wasn't bad."
536,"Everything was first class and would highly recommend it.
It was very hot, thats all I can say but thats out of anyones control"
537,This hotel is very remote and desolate. The hotel staff discriminates against Chinese people. The service attitude is extremely poor and rigid! I don't know why Ctrip recommends this kind of hotel to Chinese people!
538,I really like this hotel. It is probably the most cost-effective hotel I have stayed in recently.
539,"It is the best choice among all the options in the region, clean facilities and well trained staffs. Decent quality cafe! I love their gym, pool and breakfast."
540,nice and tidy
541,"Overall good, very clean and tidy"
542,This is a famous landmark and meeting point in New City. They have good breakfast . Close to a food court and also big convention center.
543,New Municipal Quality Hotel
544,Spacious hotel complex with a great pool. Breakfast very good with live cooking for omelets etc.
545,"4 * standard hotel. Full of services, right in the center of the new city. There's even an apartment areas."
546,Impressive room decor. Good service staff.
547,Clean and quiet hotel
548,The hotel is new and clean. Just there is not many restaurants around
549,"Luxurious hotel near a business we were visiting. Stunning building, lovely pool, spacious room with balcony. 
Relaxing breakfast, attentive staff and efficient service. Thanks for a great stay!"
550,Lovely modern hotel.
551,Nice cleanliness and luxurious. Only minus is shopping and market places far from here.
552,"Noble and elegant hotel, clean and comfortable. Innovative design. The breakfast is rich. all is well."
553,"Clean, good service attitude!"
554,"Very good service; nice pool.
The surrounding is boring"
555,The location of this hotel is ok
556,The environment is average.
557,"The location of this hotel is okay, the service is really nothing to say, we have a group of 6 people staying here for 5 consecutive days, it is difficult to deal with it for one more night, the front desk staff really don't know how to adapt of. Difficult to communicate."
558,"The environment is very good, I will choose this hotel again if I have the opportunity"
559,"Pros:- best hotel in Binh Duong Area
Ideal choice for business.
Cons:- over-crowding at breakfast, they should open up the other restaurant at the pool soon to accomdate more guests. 
Suggestions :- Self service laundry room?"
560,"The design and environment of the hotel is excellent.   Bright, ego friendly feel, clean rooms and contemporary.  Good reception and good breakfast.   I would like to stay in this hotel again next trip.
The drainage in the shower cabin has to be improved.   Water came out from the cabin to the bathroom."
561,"The room is spacious and fine. The staff is friendly and the live band in the lobby lounge can really sing.  However, I'm here on business and the hotel internet reminds me of dial up 2G. Please upgrade your internet connection if you want business customers."
562,"Foods options seem to increase comparing to last year.
Great location for the factories nearby."
563,nice breakfast
564,The room facilities are top-notch! It's a pity that it's a bit out of the way! !
565,"Nice hotel,  terrible location and garbage staff.  Only hotel in Vietnam that wouldn't allow my girlfriend to stay with me.   Made the nonrefundable room worthless to me.   This hotel is also in the middle of nowhere."
566,"Stayed for two days, the hotel environment is good"
567,"Rich breakfast, suitable for family outings"
568,The lobby is very stylish and has a swimming pool. The rooms are a bit rough
569,"Very clean, good facilities and very nice restaurant. 
Excellent location when working in MP industrial zone.
Except for good sushi resto next to hotel, nothing much to do in the area after hours."
570,"The hotel is very beautiful and quiet, the surrounding space does not have many ancillary works, so it is a bit sad to stay."
571,Very nice and comfortable hotel
572,The best hotel in the smart city
573,"Clean, but the price went up after the promotion"
574,"I stay in an apartment next to the main building. 1. There is no reading light in the bedroom. Turn off the light, walk and lie down. 2. The sofa is uncomfortable. 3. There is no TV in the bedroom. 4. The building is new. 5. The quality of amenities is poor. 6. There are two air conditioners, but there is only one remote control. 7. The windows are not soundproof. 8. It is a relatively remote place. There are restaurants, cafes, and convenience stores within 5-10 minutes on foot."
575,"The breakfast is good, but the surrounding area is not so good and not very convenient!"
576,"It may be because of the new hotel, the smell is too strong! dislike"
577,"Service and bedding.
Limited menu options"
578,"I selected this hotel as we were at the BIFA Exhibition. This was a great location, the rooms were comfortable and the gym and pool facilities were great."
579,"The room is clean, the breakfast is good, the room is big and quiet. There are not many options for dining on the side, but overall it is okay. I will visit again if I have a chance, and the price is not expensive."
580,The campus is wide and beautiful
581,"Fortunately, there seems to be no hair dryer"
582,The environment is ok and suitable for business travel
583,"reasonable price.
great hotel."
584,"1) poor wifi strength
2) less choice breakfast"
585,Overall is good
586,Very good and clear
587,"Located close to the administrative center of Binh Duong new city, a bit empty at night"
588,"Went to eat in the restaurant, the menu is diverse and the rations are good sized, as expected a bit more expensive but the atmosphere is amazing."
589,"The buffet is quite rich, and we can still eat many things we are used to, but the hotel's Vietnamese noodle soup is really not flattering, and it is far worse than the Vietnamese street food stalls, which makes me very sorry."
590,Breakfast is average!
591,"The front desk clerk was unfriendly, and started to say that there was no room. I immediately booked on Ctrip, and the booking was successful. Later, I said that the room would take 20 minutes to be ready. Finally, we waited for a while, and another waiter gave me the room card. Feeling played."
592,"Breakfast was very good except for one small thing, that there was no yoghurt or quark food. Apartment room very spacious with its own kitchen, but no cutlery and cooking pots available. Microwave available. There is no switch off button for the light in the bedroom next to the bed."
593,"Wonderful room view of the dragon bridge, which is illuminated differently at night. Super nice receptionist who helps with tour planning with your own hotel driver and car."
594,"Beautiful new hotel. Location is fairly isolated, though."
